Unnamed: 0,log_rate,Interest_Rate,FICO_Range,Loan_Length,Amount_Funded_By_Investors,log_ar,Inquiries_in_the_Last_6_Months,Debt_To_Income_Ratio,Loan_Purpose_debt_consolidation,Loan_Purpose_major_purchase,Loan_Purpose_home_improvement,Home_Ownership_RENT,Home_Ownership_MORTGAGE,Loan_Purpose_car,Open_CREDIT_Lines,Revolving_CREDIT_Balance,Loan_Approved
21,2.94706710157271,19.05,695.0,60.0,30000.0,10.308952660644293,0.0,21.25,0,0,0,0,1,0,12.0,34927.0,0
22,2.8898160479624417,17.99,665.0,60.0,6500.0,8.779557455883728,1.0,19.63,0,0,0,1,0,1,11.0,11697.0,0
23,2.4840729690394228,11.99,695.0,36.0,17400.0,9.76422548520262,0.0,12.47,0,0,0,1,0,0,7.0,26587.0,0
24,2.822568654544802,16.82,670.0,60.0,4000.0,8.294049640102028,0.0,13.71,0,0,0,0,1,0,5.0,20804.0,0
25,2.066862759472976,7.9,705.0,36.0,7200.0,8.881836305004146,0.0,24.82,1,0,0,1,0,0,8.0,12017.0,0
26,2.668616131856803,14.42,675.0,36.0,8000.0,8.987196820661973,2.0,24.63,1,0,0,1,0,0,9.0,8928.0,0
27,2.728506209669592,15.31,675.0,36.0,8000.0,8.987196820661973,1.0,15.46,1,0,0,0,1,0,13.0,7152.0,0
28,2.150598735996164,8.59,765.0,36.0,3000.0,8.006367567650246,0.0,3.72,0,0,0,0,1,0,4.0,7074.0,1
29,2.066862759472976,7.9,760.0,36.0,14500.0,9.581903928408666,0.0,4.85,1,0,0,0,1,0,4.0,9598.0,1
30,3.044522437723423,21.0,685.0,60.0,23850.0,10.079539496316489,2.5,28.81,1,0,0,0,1,0,19.0,25968.0,0
31,2.494856980641168,12.12,685.0,36.0,14000.0,9.546812608597396,0.0,14.93,1,0,0,0,1,0,9.0,35457.0,0
32,2.802754136571508,16.49,720.0,60.0,31000.0,10.419300717813158,0.0,7.45,1,0,0,0,1,0,7.0,31414.0,0
33,2.760009940032921,15.8,685.0,60.0,16000.0,9.680344001221918,1.0,11.94,0,0,0,1,0,1,14.0,154.0,0
34,2.60638654732571,13.55,675.0,36.0,7019.25,9.761347785375005,2.0,18.52,1,0,0,0,0,0,8.0,18966.0,0
35,2.066862759472976,7.9,780.0,36.0,7975.0,8.987196820661973,1.0,29.62,0,0,0,0,1,1,9.0,6065.0,0
36,2.066862759472976,7.9,720.0,36.0,7200.0,8.881836305004146,0.0,7.98,1,0,0,1,0,0,5.0,8783.0,1
37,2.030776369698555,7.62,792.5,36.0,20125.0,9.909718102286764,0.0,4.29,0,0,1,0,1,0,13.0,73952.0,1
38,2.186051276738094,8.9,715.0,36.0,11875.0,9.392661928770137,0.0,12.06,1,0,0,1,0,0,11.0,14717.0,1
39,2.5249283241374862,12.49,660.0,36.0,1850.0,7.783224016336037,2.5,20.56,0,0,1,0,1,0,10.0,18749.0,0
40,2.848970892158587,17.27,670.0,36.0,3200.0,8.070906088787819,1.0,8.36,0,0,1,0,1,0,7.0,6619.0,0
41,2.410542234499138,11.14,720.0,36.0,12725.0,9.451323841418724,0.0,22.15,1,0,0,1,0,0,22.0,4079.0,0
42,2.9512577834521614,19.13,660.0,36.0,5500.0,8.612503371220562,1.0,3.58,0,0,0,1,0,0,2.0,0.0,0
43,3.0791538816930637,21.74,660.0,36.0,15650.0,9.658226195968298,1.0,13.86,0,0,0,1,0,0,5.0,10605.0,0
44,2.848970892158587,17.27,675.0,36.0,9000.0,9.104979856318357,1.0,25.22,0,0,0,1,0,0,14.0,5852.0,0
45,2.4731713935695794,11.86,715.0,36.0,5000.0,8.517193191416238,0.0,4.0,0,1,0,1,0,0,3.0,1069.0,1
46,2.3398808777377424,10.38,710.0,36.0,3000.0,8.006367567650246,0.0,15.21,1,0,0,1,0,0,11.0,3098.0,1
47,3.1742967814702334,23.91,670.0,60.0,19975.0,9.903487552536127,0.0,9.47,1,0,0,0,1,0,5.0,11168.0,0
48,2.0135687975291283,7.49,785.0,60.0,5450.0,8.60337088765729,0.0,2.48,0,0,0,0,1,0,14.0,4326.0,1
49,2.494856980641168,12.12,705.0,36.0,14000.0,9.546812608597396,0.0,11.38,1,0,0,0,1,0,22.0,18583.0,1
50,2.3398808777377424,10.38,750.0,60.0,8799.04,9.0825070004663,1.0,21.59,0,0,0,1,0,0,11.0,18694.0,0
51,2.8587664184808337,17.44,660.0,36.0,3000.0,8.006367567650246,0.0,15.79,0,0,0,1,0,0,4.0,12578.0,0
52,2.848970892158587,17.27,700.0,60.0,31000.0,10.373491181781864,1.0,15.61,1,0,0,1,0,0,15.0,32566.0,0
53,3.067587710654419,21.49,665.0,60.0,22250.0,10.010097287594386,0.0,28.87,1,0,0,1,0,0,15.0,14107.0,0
54,2.87919845729804,17.8,680.0,60.0,7300.0,8.899048433885268,0.0,20.37,1,0,0,0,0,0,6.0,13583.0,0
55,2.410542234499138,11.14,725.0,36.0,16450.0,9.708080756193516,0.0,7.57,1,0,0,1,0,0,5.0,2928.0,1
56,2.563409711275944,12.98,670.0,36.0,2500.0,7.824046010856292,1.0,16.45,1,0,0,1,0,0,6.0,5019.0,0
57,2.301584592660462,9.99,715.0,36.0,6000.0,8.699514748210191,0.0,7.5,0,0,0,0,1,0,4.0,5167.0,1
58,2.6623552418400807,14.33,690.0,36.0,27575.0,10.224664844121705,0.0,19.63,1,0,0,0,1,0,6.0,8720.0,0
59,2.150598735996164,8.59,755.0,36.0,1000.0,6.907755278982137,1.0,10.69,0,0,0,0,0,0,22.0,17069.0,1
60,2.4414770918606643,11.49,705.0,36.0,12000.0,9.392661928770137,1.0,12.85,1,0,0,1,0,0,8.0,12150.0,1
61,2.318458442150336,10.16,715.0,36.0,30000.0,10.308952660644293,0.0,22.21,1,0,0,0,1,0,14.0,33218.0,0
62,2.6623552418400807,14.33,680.0,36.0,13500.0,9.51044496442652,0.0,31.7,1,0,0,1,0,0,11.0,31168.0,0
63,2.760009940032921,15.8,665.0,36.0,9000.0,9.104979856318357,0.0,22.65,1,0,0,0,1,0,9.0,16480.0,0
64,2.2935443483418965,9.91,730.0,36.0,15000.0,9.615805480084347,1.0,9.16,1,0,0,0,1,0,11.0,11615.0,1
65,2.066862759472976,7.9,725.0,36.0,5300.0,8.575462099540212,2.0,12.82,0,0,0,1,0,0,8.0,9996.0,1
66,2.5733752977756086,13.11,685.0,36.0,7000.0,8.85366542803745,1.0,16.76,1,0,0,1,0,0,12.0,6444.0,0
67,2.790551422613954,16.29,685.0,36.0,19975.0,9.903487552536127,2.5,11.85,1,0,0,1,0,0,10.0,12421.0,0
68,2.9041650800285006,18.25,705.0,60.0,14993.57,9.615805480084347,0.0,13.65,1,0,0,1,0,0,4.0,12786.0,0
69,2.645465325910589,14.09,695.0,36.0,8000.0,8.987196820661973,1.0,12.06,0,0,1,1,0,0,10.0,15360.0,0
70,2.946016681308058,19.03,695.0,60.0,23947.48,10.085809109330082,1.0,3.63,1,0,0,1,0,0,6.0,8568.0,0
71,2.186051276738094,8.9,715.0,36.0,7500.0,8.922658299524402,0.0,10.02,1,0,0,1,0,0,9.0,2382.0,1
72,2.470638677990296,11.83,735.0,36.0,16875.0,9.740968623038354,1.0,12.7,1,0,0,1,0,0,5.0,3644.0,1
73,2.848970892158587,17.27,665.0,36.0,12000.0,9.392661928770137,1.0,14.86,0,0,0,0,0,0,12.0,9145.0,0
74,2.728506209669592,15.31,670.0,36.0,6000.0,8.699514748210191,1.0,15.91,0,0,0,1,0,0,11.0,5760.0,0
75,2.574137783515943,13.12,670.0,36.0,825.0,8.81358720447004,2.5,13.16,1,0,0,0,1,0,10.0,5513.0,0
76,1.9110228900548727,6.76,790.0,36.0,4500.0,8.411832675758411,0.0,14.74,1,0,0,0,1,0,7.0,2705.0,1
77,2.382320061012899,10.83,700.0,36.0,1600.0,7.377758908227872,0.0,5.36,0,0,0,1,0,0,5.0,7020.0,0
78,2.87751164216656,17.77,665.0,36.0,10000.0,9.210340371976184,0.0,30.4,0,0,0,0,0,0,5.0,8379.0,0
79,2.066862759472976,7.9,725.0,36.0,18525.0,9.82822506803558,0.0,16.93,1,0,0,0,1,0,10.0,28877.0,1
80,2.569554123848285,13.06,710.0,36.0,7450.0,8.915969311373605,1.0,3.3,1,0,0,0,1,0,2.0,6416.0,1
81,2.030776369698555,7.62,760.0,36.0,3225.0,8.078688229229872,1.0,17.79,1,0,0,0,1,0,5.0,70323.0,1
82,2.87751164216656,17.77,680.0,36.0,23675.0,10.072174918054278,0.0,29.94,0,0,0,0,0,0,21.0,21920.0,0
83,2.494856980641168,12.12,690.0,36.0,12000.0,9.392661928770137,0.0,18.62,1,0,0,1,0,0,16.0,18838.0,0
84,2.802754136571508,16.49,695.0,36.0,25000.0,10.126631103850338,2.0,18.18,1,0,0,1,0,0,9.0,10630.0,0
85,2.4087452888224363,11.12,725.0,36.0,15850.0,9.680344001221918,2.5,17.86,0,0,0,0,1,0,7.0,18659.0,1
86,2.186051276738094,8.9,792.5,36.0,4175.0,8.34283980427146,0.0,10.16,0,0,0,0,1,1,4.0,1548.0,1
87,2.645465325910589,14.09,675.0,36.0,10000.0,9.210340371976184,0.0,21.45,1,0,0,1,0,0,11.0,8548.0,0
88,2.0162354657760435,7.51,750.0,36.0,6000.0,8.699514748210191,0.0,2.52,0,0,1,0,1,0,4.0,1442.0,1
89,2.5733752977756086,13.11,685.0,36.0,6000.0,8.699514748210191,2.0,15.33,1,0,0,1,0,0,7.0,12503.0,0
90,2.790551422613954,16.29,665.0,36.0,7925.0,8.977777598745481,0.0,21.25,1,0,0,1,0,0,6.0,7840.0,0
91,2.030776369698555,7.62,765.0,36.0,15925.0,9.680344001221918,0.0,6.48,1,0,0,0,1,0,8.0,19539.0,1
92,2.7606426512213806,15.81,670.0,36.0,9500.0,9.1616751999949,1.0,11.35,0,0,0,1,0,0,15.0,5610.0,0
93,2.66374994220563,14.35,675.0,36.0,6000.0,8.699514748210191,2.5,14.08,1,0,0,0,1,0,9.0,3621.0,0
94,2.7053799725463312,14.96,675.0,36.0,9975.0,9.210340371976184,2.5,11.5,1,0,0,0,1,0,4.0,3035.0,0
95,1.890095369948917,6.62,750.0,36.0,7000.0,8.85366542803745,1.0,8.03,0,1,0,0,1,0,9.0,6761.0,1
96,1.790091412127358,5.99,765.0,36.0,4500.0,8.411832675758411,2.5,18.48,1,0,0,0,1,0,18.0,17863.0,1
97,2.410542234499138,11.14,735.0,36.0,12000.0,9.392661928770137,0.0,2.37,1,0,0,0,1,0,13.0,10944.0,1
98,2.9816333491744893,19.72,665.0,36.0,10375.0,9.2471543450989,1.0,4.99,1,0,0,1,0,0,9.0,6122.0,0
99,2.93119375241642,18.75,670.0,36.0,4800.0,8.476371196895983,0.0,10.89,0,0,0,0,1,0,8.0,17943.0,0
100,2.5733752977756086,13.11,700.0,36.0,6400.0,8.764053269347762,1.0,11.46,0,0,0,0,1,0,7.0,8942.0,0
101,2.066862759472976,7.9,705.0,36.0,5000.0,8.517193191416238,0.0,17.22,1,0,0,0,0,0,10.0,6023.0,1
102,1.890095369948917,6.62,740.0,36.0,12000.0,9.392661928770137,0.0,21.66,0,0,0,1,0,0,11.0,20639.0,0
103,3.067122269640664,21.48,690.0,60.0,23820.25,10.079539496316489,0.0,18.75,0,0,0,0,1,0,22.0,37251.0,0
104,2.365559892155434,10.65,720.0,36.0,15000.0,9.615805480084347,2.0,16.15,0,0,0,0,1,0,14.0,338.0,1
105,2.030776369698555,7.62,765.0,36.0,8000.0,8.987196820661973,1.0,0.0,0,0,0,0,1,0,7.0,0.0,1
106,1.7967470107390942,6.03,715.0,36.0,20000.0,9.903487552536127,0.0,18.67,0,0,0,0,1,0,9.0,29044.0,1
107,2.5733752977756086,13.11,710.0,36.0,19975.0,9.903487552536127,2.0,15.09,1,0,0,1,0,0,17.0,29756.0,0
108,2.645465325910589,14.09,690.0,36.0,10000.0,9.210340371976184,2.5,10.59,1,0,0,1,0,0,9.0,10390.0,0
109,2.645465325910589,14.09,710.0,36.0,18825.0,9.842941052668094,1.0,13.08,0,0,0,1,0,0,6.0,20694.0,0
110,2.066862759472976,7.9,775.0,36.0,31000.0,10.419300717813158,0.0,1.59,0,0,0,1,0,0,10.0,1992.0,1
111,1.7967470107390942,6.03,792.5,36.0,9000.0,9.104979856318357,0.0,5.58,0,0,0,0,1,0,11.0,675.0,1
112,1.8196988379172965,6.17,745.0,36.0,4000.0,8.294049640102028,1.0,15.0,0,0,1,1,0,0,5.0,587.0,1
113,2.63834278867739,13.99,660.0,36.0,5750.0,8.656955133791396,0.0,12.44,0,0,0,1,0,0,13.0,12465.0,0
114,2.760009940032921,15.8,690.0,36.0,20950.0,9.949893925350285,1.0,15.71,1,0,0,0,1,0,8.0,30188.0,0
115,2.39698576841553,10.99,710.0,36.0,8000.0,8.987196820661973,2.0,14.76,0,0,0,1,0,0,9.0,7120.0,1
116,2.318458442150336,10.16,725.0,36.0,10000.0,9.210340371976184,2.0,9.3,1,0,0,0,1,0,8.0,8940.0,1
117,2.645465325910589,14.09,675.0,36.0,10000.0,9.210340371976184,0.0,14.76,0,0,0,1,0,0,7.0,4762.0,0
118,1.7967470107390942,6.03,765.0,36.0,14000.0,9.546812608597396,0.0,19.53,0,0,0,0,1,0,13.0,4140.0,1
119,2.0360119837525,7.66,735.0,36.0,5000.0,8.517193191416238,0.0,3.33,0,0,0,1,0,0,3.0,12297.0,1
120,2.94706710157271,19.05,700.0,60.0,25000.0,10.126631103850338,1.0,10.53,1,0,0,0,1,0,8.0,15159.0,0
121,2.186051276738094,8.9,735.0,36.0,31000.0,10.419300717813158,0.0,14.62,1,0,0,1,0,0,9.0,21321.0,1
122,2.410542234499138,11.14,690.0,36.0,7175.0,8.881836305004146,0.0,27.89,1,0,0,0,1,0,8.0,20342.0,0
123,2.138889000323256,8.49,760.0,60.0,14000.0,9.546812608597396,0.0,9.89,1,0,0,0,1,0,17.0,23773.0,1
124,2.7219531062712017,15.21,680.0,36.0,14975.0,9.615805480084347,1.0,19.1,1,0,0,1,0,0,4.0,34044.0,0
125,2.9816333491744893,19.72,695.0,60.0,25000.0,10.126631103850338,1.0,32.1,1,0,0,0,0,0,21.0,35208.0,0
126,2.6844403354630764,14.65,675.0,36.0,10800.0,9.287301413112312,1.0,7.89,1,0,0,1,0,0,6.0,6487.0,0
127,2.6623552418400807,14.33,700.0,36.0,20000.0,9.903487552536127,1.0,21.44,0,0,0,0,1,0,9.0,14268.0,0
128,2.3739750890807185,10.74,695.0,36.0,4000.0,8.294049640102028,1.0,1.97,1,0,0,1,0,0,13.0,1869.0,0
129,2.7536607123542622,15.7,675.0,36.0,15950.0,9.680344001221918,2.5,23.51,1,0,0,0,1,0,20.0,12721.0,0
130,2.278292400425001,9.76,730.0,36.0,1400.0,7.24422751560335,0.0,27.14,0,0,0,0,1,0,6.0,6466.0,0
131,2.792391349535961,16.32,665.0,36.0,7500.0,8.922658299524402,0.0,12.54,1,0,0,0,1,0,3.0,6120.0,0
132,2.644044871126298,14.07,675.0,36.0,917.28,10.11151746604029,0.0,12.81,0,0,0,0,1,0,14.0,33698.0,0
133,2.645465325910589,14.09,680.0,36.0,5000.0,8.517193191416238,1.0,29.02,1,0,0,0,1,0,11.0,3977.0,0
134,2.2935443483418965,9.91,725.0,36.0,24975.0,10.126631103850338,0.0,20.49,1,0,0,1,0,0,14.0,27203.0,0
135,2.797281334830153,16.4,660.0,36.0,7500.0,8.922658299524402,0.0,13.34,1,0,0,1,0,0,8.0,7430.0,0
136,1.890095369948917,6.62,792.5,36.0,31000.0,10.419300717813158,0.0,16.46,0,0,0,0,1,0,8.0,5317.0,1
137,1.7561322915849038,5.79,745.0,36.0,10000.0,9.210340371976184,0.0,6.49,1,0,0,0,1,0,17.0,75629.0,1
138,2.2905125117597764,9.88,740.0,36.0,3200.0,8.070906088787819,0.0,6.51,1,0,0,1,0,0,7.0,3198.0,1
139,2.771963526845863,15.99,700.0,60.0,5500.0,8.612503371220562,0.0,17.95,1,0,0,1,0,0,16.0,13256.0,0
140,2.278292400425001,9.76,720.0,36.0,3000.0,8.006367567650246,0.0,21.82,1,0,0,0,0,0,4.0,2413.0,0
141,3.147594622863237,23.28,660.0,60.0,18000.0,9.798127036878302,0.0,9.05,1,0,0,1,0,0,6.0,13106.0,0
142,2.2648832258100344,9.63,735.0,36.0,9700.0,9.210340371976184,1.0,13.77,1,0,0,0,1,0,6.0,1251.0,1
143,2.5733752977756086,13.11,700.0,36.0,8800.0,9.0825070004663,1.0,16.73,0,0,0,1,0,0,13.0,14266.0,0
144,2.410542234499138,11.14,705.0,36.0,7000.0,8.85366542803745,2.0,23.02,1,0,0,0,1,0,17.0,19634.0,0
145,2.5733752977756086,13.11,725.0,36.0,8000.0,8.987196820661973,1.0,19.01,1,0,0,1,0,0,8.0,7554.0,0
146,2.848970892158587,17.27,660.0,36.0,3000.0,8.006367567650246,0.0,16.62,0,0,0,1,0,0,4.0,4136.0,0
147,2.0162354657760435,7.51,735.0,36.0,11975.0,9.392661928770137,1.0,11.91,1,0,0,1,0,0,18.0,33702.0,1
148,2.646883765864722,14.11,725.0,36.0,3575.0,8.1886891244442,0.0,0.04,0,0,0,1,0,0,4.0,1.0,0
149,2.6623552418400807,14.33,705.0,36.0,11625.0,9.360913230455555,2.0,22.84,1,0,0,0,1,0,6.0,27411.0,0
150,3.067587710654419,21.49,670.0,36.0,30000.0,10.308952660644293,2.0,16.7,0,0,0,0,1,0,14.0,19096.0,0
151,2.186051276738094,8.9,720.0,36.0,16000.0,9.680344001221918,1.0,19.71,1,0,0,1,0,0,11.0,6185.0,1
152,2.374905754573672,10.75,715.0,36.0,10700.0,9.287301413112312,0.0,15.32,0,1,0,0,1,0,6.0,24675.0,1
153,2.814809737673744,16.69,705.0,60.0,23655.48,10.126631103850338,2.5,14.11,1,0,0,0,1,0,15.0,28748.0,0
154,2.637627736805664,13.98,710.0,60.0,10000.0,9.210340371976184,2.5,14.86,0,0,0,1,0,0,9.0,5188.0,0
155,2.3896797998449792,10.91,690.0,36.0,275.0,9.423433587436891,2.0,16.39,0,0,0,0,1,0,11.0,8332.0,0
156,2.4406063908914204,11.48,705.0,36.0,6000.0,8.699514748210191,0.0,18.2,0,0,0,0,1,0,9.0,50935.0,1
157,2.6019486702196644,13.49,685.0,36.0,8000.0,8.987196820661973,1.0,14.92,1,0,0,1,0,0,18.0,4786.0,0
158,2.9041650800285006,18.25,660.0,36.0,15000.0,9.615805480084347,0.0,9.73,0,0,0,0,1,0,11.0,14596.0,0
159,2.87751164216656,17.77,665.0,36.0,7000.0,8.85366542803745,2.5,32.25,0,0,0,1,0,0,12.0,35604.0,0
160,1.9344157696295785,6.92,745.0,36.0,8400.0,9.035986984831403,1.0,13.3,0,0,0,1,0,0,9.0,6998.0,1
161,2.066862759472976,7.9,740.0,36.0,15000.0,9.615805480084347,0.0,18.62,1,0,0,0,1,0,10.0,17212.0,1
162,2.6623552418400807,14.33,665.0,36.0,14925.0,9.615805480084347,1.0,13.3,1,0,0,1,0,0,7.0,11368.0,0
163,2.318458442150336,10.16,695.0,36.0,2800.0,7.937374696163295,0.0,12.0,0,1,0,1,0,0,7.0,7261.0,0
164,2.790551422613954,16.29,680.0,36.0,7750.0,8.955448122347393,0.0,26.74,1,0,0,0,1,0,18.0,17102.0,0
165,2.186051276738094,8.9,700.0,36.0,4500.0,8.411832675758411,0.0,18.18,0,0,0,1,0,0,8.0,5361.0,0
166,2.528125768907977,12.53,715.0,36.0,17375.0,9.769956159911606,0.0,21.63,1,0,0,1,0,0,7.0,20010.0,0
167,2.728506209669592,15.31,710.0,60.0,18000.0,9.798127036878302,0.0,4.93,1,0,0,1,0,0,6.0,11596.0,0
168,2.725890119230541,15.27,720.0,60.0,14975.0,9.615805480084347,1.0,17.9,1,0,0,0,1,0,14.0,7956.0,0
169,2.7232671669070703,15.23,665.0,36.0,6000.0,8.699514748210191,1.0,19.57,0,0,0,0,0,0,13.0,8077.0,0
170,2.410542234499138,11.14,700.0,36.0,11475.0,9.35010231435134,0.0,28.25,0,0,0,1,0,0,6.0,9079.0,0
171,2.5733752977756086,13.11,685.0,36.0,10000.0,9.210340371976184,0.0,7.56,0,0,0,1,0,0,8.0,10906.0,0
172,2.186051276738094,8.9,725.0,36.0,12000.0,9.392661928770137,0.0,12.46,0,0,0,1,0,0,5.0,13940.0,1
173,2.494856980641168,12.12,685.0,36.0,10000.0,9.210340371976184,0.0,18.4,1,0,0,0,1,0,7.0,13202.0,0
174,3.0577676644734435,21.28,680.0,60.0,31000.0,10.419300717813158,2.0,18.21,1,0,0,1,0,0,8.0,19789.0,0
175,2.3398808777377424,10.38,750.0,60.0,7100.0,8.881836305004146,1.0,17.97,0,1,0,1,0,0,7.0,2753.0,1
176,2.066862759472976,7.9,792.5,60.0,3975.0,8.294049640102028,0.0,4.48,0,0,0,0,0,1,16.0,6696.0,1
177,2.410542234499138,11.14,740.0,36.0,5200.0,8.575462099540212,1.0,8.47,1,0,0,0,1,0,5.0,73258.0,1
178,2.030776369698555,7.62,730.0,36.0,1200.0,7.090076835776092,1.0,8.69,0,0,0,0,1,0,14.0,350.0,1
179,2.410542234499138,11.14,720.0,36.0,2500.0,7.824046010856292,0.0,10.08,0,1,0,1,0,0,4.0,4922.0,1
180,2.6623552418400807,14.33,700.0,36.0,16975.0,9.740968623038354,2.5,26.35,1,0,0,0,0,0,21.0,39130.0,0
181,2.066862759472976,7.9,695.0,36.0,16000.0,9.680344001221918,1.0,12.3,0,0,0,0,1,0,14.0,21913.0,0
182,2.540814281726296,12.69,695.0,36.0,9950.0,9.210340371976184,1.0,3.8,1,0,0,0,1,0,8.0,7967.0,0
183,2.318458442150336,10.16,700.0,36.0,5000.0,8.517193191416238,0.0,24.5,1,0,0,0,1,0,9.0,33705.0,0
184,2.94706710157271,19.05,670.0,36.0,4375.0,8.383661798791715,2.0,9.09,0,0,0,1,0,0,9.0,6944.0,0
185,1.7967470107390942,6.03,745.0,36.0,8475.0,9.047821442478408,0.0,12.33,0,0,1,0,1,0,17.0,6370.0,1
186,2.826721730819709,16.89,675.0,60.0,12000.0,9.392661928770137,2.0,15.24,0,0,0,0,1,0,14.0,28589.0,0
187,2.150598735996164,8.59,740.0,36.0,6100.0,8.732304571033183,0.0,19.1,0,0,0,1,0,0,17.0,9367.0,1
188,2.9172300453990334,18.49,660.0,36.0,7000.0,8.85366542803745,2.0,18.9,1,0,0,0,1,0,10.0,7315.0,0
189,2.540814281726296,12.69,730.0,60.0,20800.0,9.94270826568941,0.0,7.08,1,0,0,0,1,0,9.0,13197.0,1
190,2.5733752977756086,13.11,745.0,60.0,19200.0,9.862665558015872,2.5,3.45,0,0,0,0,1,0,14.0,50625.0,0
191,2.760009940032921,15.8,700.0,60.0,22000.0,9.998797732340453,1.0,21.32,1,0,0,0,1,0,9.0,10267.0,0
192,2.94706710157271,19.05,675.0,36.0,15000.0,9.615805480084347,0.0,24.88,1,0,0,1,0,0,12.0,12162.0,0
193,2.968874819384108,19.47,665.0,36.0,6965.1,8.85366542803745,0.0,17.08,1,0,0,1,0,0,11.0,13859.0,0
194,2.186051276738094,8.9,730.0,36.0,20000.0,9.903487552536127,2.0,17.08,0,0,0,1,0,0,10.0,14952.0,1
195,1.8196988379172965,6.17,745.0,36.0,2000.0,7.600902459542082,0.0,18.35,0,0,0,1,0,0,9.0,21998.0,1
196,2.359910159613315,10.59,755.0,60.0,17738.58,9.798127036878302,0.0,15.03,0,1,0,0,1,0,9.0,6718.0,1
197,2.4406063908914204,11.48,790.0,36.0,20775.0,9.94270826568941,1.0,21.77,0,0,1,0,0,0,6.0,682.0,0
198,2.064327903869788,7.88,725.0,36.0,8875.0,9.104979856318357,0.0,14.51,1,0,0,0,1,0,9.0,12217.0,1
199,2.645465325910589,14.09,670.0,36.0,6000.0,8.699514748210191,0.0,22.5,0,0,0,1,0,0,18.0,5955.0,0
200,2.760009940032921,15.8,665.0,36.0,5000.0,8.517193191416238,2.5,34.2,1,0,0,1,0,0,18.0,5414.0,0
201,2.696652156149841,14.83,685.0,60.0,11975.0,9.392661928770137,0.0,22.31,0,0,0,1,0,0,9.0,9398.0,0
202,2.079441541679836,8.0,750.0,36.0,1998.0,8.85366542803745,0.0,6.36,0,0,0,0,1,0,9.0,21135.0,1
203,2.302585092994046,10.0,715.0,36.0,5950.0,8.699514748210191,1.0,8.74,0,1,0,0,1,0,9.0,105730.0,1
204,2.637627736805664,13.98,700.0,36.0,16975.0,9.740968623038354,2.5,17.65,1,0,0,0,1,0,14.0,16230.0,0
